topic,policy,metric,status,value,numerator,denominator,seeds_total,seeds_observed,censored_seeds
C18,fixed_20,effort_at_90,OBSERVED,2076.3333333333335,6229.0,3.0,3,3,
C18,fixed_20,overshoot_at_75,OBSERVED,13.0,13.0,1.0,3,3,
C18,fixed_20,overshoot_at_80,OBSERVED,12.333333333333334,37.0,3.0,3,3,
C18,fixed_20,overshoot_at_90,OBSERVED,4.666666666666667,14.0,3.0,3,3,
C18,fixed_20,recall_at_1000,OBSERVED,0.5809393524851801,1274.0,2193.0,3,3,
C18,fixed_20,recall_at_1R_plus_0,OBSERVED,0.7697218422252622,1688.0,2193.0,3,3,
C18,fixed_20,recall_at_1R_plus_100,OBSERVED,0.7998176014591883,1754.0,2193.0,3,3,
C18,fixed_20,recall_at_1R_plus_1000,OBSERVED,0.9436844505243958,4139.0,4386.0,3,3,
C18,fixed_20,recall_at_2R,OBSERVED,0.95531235750114,2095.0,2193.0,3,3,
C18,fixed_20,recall_at_2R_plus_0,OBSERVED,0.95531235750114,2095.0,2193.0,3,3,
C18,fixed_20,recall_at_2R_plus_100,OBSERVED,0.957592339261286,700.0,731.0,3,3,
C18,fixed_20,recall_at_2R_plus_1000,OBSERVED,0.9726402188782489,711.0,731.0,3,3,
C18,fixed_20,recall_at_4R_plus_0,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,fixed_20,recall_at_4R_plus_100,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,fixed_20,recall_at_4R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,fixed_20,recall_at_R,OBSERVED,0.7697218422252622,1688.0,2193.0,3,3,
C18,frozen_svm,batch_effort_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,frozen_svm,batch_effort_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,frozen_svm,batch_effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,frozen_svm,depth_fraction_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,frozen_svm,depth_fraction_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,frozen_svm,depth_fraction_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,frozen_svm,depth_per_positive_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,frozen_svm,depth_per_positive_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,frozen_svm,depth_per_positive_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,frozen_svm,effort_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,frozen_svm,effort_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,frozen_svm,effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,frozen_svm,overshoot_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,frozen_svm,overshoot_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,frozen_svm,overshoot_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,frozen_svm,recall_at_1000,OBSERVED,0.18422252621979024,404.0,2193.0,3,3,
C18,frozen_svm,recall_at_1R_plus_0,OBSERVED,0.2391700866393069,1049.0,4386.0,3,3,
C18,frozen_svm,recall_at_1R_plus_100,OBSERVED,0.2501139990880073,1097.0,4386.0,3,3,
C18,frozen_svm,recall_at_1R_plus_1000,OBSERVED,0.3321933424532604,1457.0,4386.0,3,3,
C18,frozen_svm,recall_at_2R,OBSERVED,0.36320109439124487,531.0,1462.0,3,3,
C18,frozen_svm,recall_at_2R_plus_0,OBSERVED,0.36320109439124487,531.0,1462.0,3,3,
C18,frozen_svm,recall_at_2R_plus_100,OBSERVED,0.370953032375741,1627.0,4386.0,3,3,
C18,frozen_svm,recall_at_2R_plus_1000,OBSERVED,0.4220246238030096,617.0,1462.0,3,3,
C18,frozen_svm,recall_at_4R_plus_0,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,frozen_svm,recall_at_4R_plus_100,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,frozen_svm,recall_at_4R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,frozen_svm,recall_at_R,OBSERVED,0.2391700866393069,1049.0,4386.0,3,3,
C18,random,batch_effort_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,random,batch_effort_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,random,batch_effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,random,depth_fraction_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,random,depth_fraction_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,random,depth_fraction_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,random,depth_per_positive_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,random,depth_per_positive_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,random,depth_per_positive_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,random,effort_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,random,effort_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,random,effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,random,overshoot_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,random,overshoot_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,random,overshoot_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,random,recall_at_1000,OBSERVED,0.04833561331509348,106.0,2193.0,3,3,
C18,random,recall_at_1R_plus_0,OBSERVED,0.07113543091655267,52.0,731.0,3,3,
C18,random,recall_at_1R_plus_100,OBSERVED,0.07455540355677155,109.0,1462.0,3,3,
C18,random,recall_at_1R_plus_1000,OBSERVED,0.11445508435932512,251.0,2193.0,3,3,
C18,random,recall_at_2R,OBSERVED,0.12904696762425902,283.0,2193.0,3,3,
C18,random,recall_at_2R_plus_0,OBSERVED,0.12904696762425902,283.0,2193.0,3,3,
C18,random,recall_at_2R_plus_100,OBSERVED,0.13406292749658003,98.0,731.0,3,3,
C18,random,recall_at_2R_plus_1000,OBSERVED,0.1684906520747834,739.0,4386.0,3,3,
C18,random,recall_at_4R_plus_0,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,random,recall_at_4R_plus_100,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,random,recall_at_4R_plus_1000,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,random,recall_at_R,OBSERVED,0.07113543091655267,52.0,731.0,3,3,
C18,seed_similarity,batch_effort_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,seed_similarity,batch_effort_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,seed_similarity,batch_effort_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,seed_similarity,depth_fraction_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,seed_similarity,depth_fraction_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,seed_similarity,depth_fraction_at_90,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,seed_similarity,depth_per_positive_at_75,CENSORED,CENSORED,,,3,0,"11,29,47"
C18,seed_similarity,depth_per_positive_at_80,CENSORED,CENSORED,,,3,0,"11,29,47"
